region,seed,team,record,wins,losses,win_pct,SRS,SOS,FG%,3P%,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Tm.,Opp.,Pace,ORtg,eFG%,TOV%,ORB%,FT/FGA,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,bt_rank,bt_Conf,bt_AdjOE,bt_oe Rank,bt_AdjDE,bt_de Rank,bt_Barthag,bt_rank.1,bt_proj. W,bt_Proj. L,bt_Pro Con W,bt_Pro Con L,bt_sos,bt_ncsos,bt_consos,bt_Proj. SOS,bt_Proj. Noncon SOS,bt_Proj. Con SOS,bt_elite SOS,bt_elite noncon SOS,bt_Opp OE,bt_Opp DE,bt_Opp Proj. OE,bt_Opp Proj DE,bt_Con Adj OE,bt_Con Adj DE,bt_Qual O,bt_Qual D,bt_Qual Barthag,bt_Qual Games,bt_FUN,bt_ConPF,bt_ConPA,bt_ConPoss,bt_ConOE,bt_ConDE,bt_ConSOSRemain,bt_Conf Win%,bt_WAB,bt_WAB Rk,bt_Fun Rk,bt_AdjTempo,pts_margin,SRS_sq,efg_above_avg
Midwest,9,Saint Louis,28-5,28.0,5.0,0.8484848484848485,17.27,1.52,0.509,0.401,0.744,338,1318,605,236,115,411,604,2879,2294,72.0,121.1,0.6,15.2,32.0,0.254,0.341,0.454,0.626,55.2,60.0,9.9,9.8,45,A10,119.35426887665824,48,102.21202155058585,62,0.856071646976926,45,28.45123379721802,5.548766202781979,15.0,3.0,0.5149552305021815,0.3886747004967065,0.5804815229493059,0.5256490536551427,0.3886747004967065,0.5804815229493059,0.8377904567284282,0.8891419486175477,108.58471770109406,107.35670246323087,109.06305531996544,107.27650622169524,120.76760239897322,103.0966915390614,101.5569289357408,79.93990993107272,0.9400520942304132,2.0,0.0532989430947713,1494.0,1277.0,1258.0625,1.1875403646480205,1.0150529087386355,0.0,0.8333333333333334,1.7971904561353054,39,63,70.99788933848943,585,298.2529,0.05692187500000001
Midwest,5,Texas Tech,22-10,22.0,10.0,0.6875,21.95,14.17,0.467,0.393,0.715,369,1182,507,185,119,346,523,2573,2324,67.9,117.9,0.562,13.6,33.3,0.194,0.271,0.48,0.584,52.0,55.5,8.5,9.5,13,B12,126.23417425696884,10,98.72597109075944,27,0.9440960379501449,13,22.83268460163718,10.167315398362822,12.0,6.0,0.7602020405693976,0.6420780091143776,0.8340982180057692,0.7605711721888982,0.6420780091143776,0.8340982180057692,0.6018695592870544,0.6860417144610229,118.22060742569045,102.63892105957434,118.18777048878664,102.7204712698897,128.89472701819952,98.16450935945072,127.82596340691896,100.30764951575864,0.9420194751858392,17.0,-0.0053448104330106,1431.0,1298.0,1207.6,1.1849950314673732,1.0748592249089102,0.0,0.6666666666666666,5.015619316825879,20,189,66.38326970455203,249,481.80249999999995,0.018921875000000088
Midwest,12,Akron,29-5,29.0,5.0,0.8529411764705882,9.04,-3.33,0.503,0.379,0.754,386,1294,627,256,105,372,536,3004,2499,71.8,123.1,0.588,13.2,34.0,0.209,0.277,0.451,0.612,53.5,57.5,10.5,9.1,71,MAC,117.1369884454378,63,105.33007804847531,103,0.7723833820046047,71,29.16731539836282,5.832684601637178,17.0,1.0,0.3935393559552184,0.3730790069783599,0.391097885679369,0.4092695468530529,0.3730790069783599,0.391097885679369,0.8793054680346487,0.8701294365820609,108.31894589227473,111.3612104868588,108.86183159874965,110.97832444615663,117.0659043079916,103.01326860334696,120.67140536408472,107.52051182436466,0.7903406356579273,1.0,0.0539713874191716,1539.0,1279.0,1274.9375,1.2071179959801952,1.0031864307073877,0.0,0.9444444444444444,-0.2351663391575045,48,61,70.30196454702589,505,81.72159999999998,0.044921875
Midwest,4,Alabama,23-9,23.0,9.0,0.71875,22.7,14.45,0.458,0.358,0.765,391,1300,516,206,162,313,593,2935,2671,74.6,122.0,0.554,11.2,31.8,0.285,0.372,0.537,0.592,50.4,53.5,8.6,11.3,18,SEC,129.47545014977186,3,102.7265954164928,67,0.9347060553342108,18,23.85663464918027,9.143365350819732,13.0,5.0,0.7896030804859587,0.7136638944922089,0.8444422551871125,0.7870550675788488,0.7136638944922089,0.8444422551871125,0.598173637206701,0.62723489108978,119.05073460055227,102.85056761926188,118.86944878122333,102.90952342090236,128.51527799589394,102.86789796533654,128.8637149605227,103.59264674554494,0.9248623924623384,15.0,0.0463560893540924,1627.0,1530.0,1342.15,1.2122341020005216,1.1399620012666245,0.0,0.7222222222222222,6.505696858772534,17,77,73.04465128085093,264,515.29,0.01092187500000008
Midwest,13,Hofstra,24-10,24.0,10.0,0.7058823529411765,4.48,-2.46,0.442,0.368,0.746,422,1335,434,169,125,360,583,2571,2246,65.6,114.4,0.522,13.5,35.5,0.238,0.319,0.437,0.557,53.7,49.0,7.5,10.6,91,CAA,113.0683024290623,99,104.79610919133988,95,0.7055186490385246,91,24.14336535081973,10.856634649180268,12.0,6.0,0.4297184174539952,0.453928817713504,0.4016112259286203,0.4441466356724709,0.453928817713504,0.4016112259286203,0.8732309904379063,0.848447691685004,107.14501478787768,108.87918404259244,107.82169464691472,108.69274196372088,112.77626563753635,105.1360359587633,112.85406946270722,100.3850417713024,0.7935481600189381,1.0,-0.0112599393918372,1327.0,1190.0,1166.475,1.1376154653978867,1.0201675989626866,0.0,0.6666666666666666,-4.718380694713325,96,209,64.69917750884566,325,20.070400000000003,-0.021078124999999948
Midwest,6,Tennessee,22-11,22.0,11.0,0.6666666666666666,22.08,11.99,0.463,0.334,0.694,529,1405,558,248,119,385,590,2622,2289,67.3,116.8,0.516,13.9,45.1,0.269,0.387,0.317,0.549,58.8,59.8,11.0,11.3,16,SEC,121.41256388408738,32,95.42004019238972,13,0.9410560689512076,16,22.0,11.0,11.0,7.0,0.7318365296847718,0.5267927840233069,0.8610770063349238,0.7318365296847718,0.5267927840233069,0.8610770063349238,0.6145030817255979,0.7424605638730496,118.2062989039172,104.91330040213155,118.2062989039172,104.91330040213155,121.85476735897257,96.5134146509705,122.92509117608012,97.83498974080106,0.9324764862925444,17.0,-0.0400175948133445,1391.0,1324.0,1220.625,1.1395801331285202,1.0846902201740911,0.0,0.6111111111111112,4.058162388507359,23,271,65.21342528237817,333,487.5263999999999,-0.027078124999999953
Midwest,11,Miami (OH),31-1,31.0,1.0,0.96875,5.37,-5.49,0.524,0.392,0.749,265,1135,516,238,107,335,515,2902,2409,72.1,123.9,0.612,12.9,26.4,0.296,0.396,0.447,0.64,51.4,51.5,10.2,8.6,35,ACC,121.020429388006,34,101.36245113158589,44,0.8847754945442394,35,25.570839721826744,8.429160278173256,13.0,5.0,0.6396456091032365,0.4104984782794811,0.771806702512151,0.6459016977486168,0.4104984782794811,0.771806702512151,0.7040209788052006,0.8333578081443374,113.1821726865462,105.74897543485504,113.37986451651452,105.66663923608384,121.59339037142634,102.11480146246151,120.47731874616564,100.76903392184224,0.8863763177475722,11.0,0.0744353656386092,1401.0,1312.0,1214.9125,1.1531694669369197,1.0799131624705485,0.0,0.7222222222222222,3.7912749113176423,28,30,67.91664494432756,493,28.8369,0.06892187500000002
Midwest,3,Virginia,29-5,29.0,5.0,0.8529411764705882,21.6,9.36,0.463,0.359,0.726,449,1367,563,219,220,368,597,2742,2326,66.5,119.1,0.546,13.4,37.9,0.24,0.33,0.465,0.576,55.1,59.1,9.5,17.5,14,ACC,122.25876184213163,29,95.8264114367024,15,0.9427523347899148,14,29.92109105036587,5.078908949634128,15.0,3.0,0.6761694867004779,0.4618312008734567,0.7914781285018165,0.673570326093599,0.4618312008734567,0.7914781285018165,0.6992379630758639,0.8332320084106495,114.92349831795376,105.75349524433538,114.84702882665248,105.8444722868294,119.77507544419416,94.05467124550196,123.04564656798928,95.09153523600445,0.9509082957277532,13.0,0.0732580886529968,1391.0,1252.0,1232.3375,1.1287492265714545,1.015955450515788,0.0,0.8333333333333334,7.693482948844642,8,32,65.57052819639844,416,466.56000000000006,0.0029218750000000737
Midwest,14,Wright St.,23-11,23.0,11.0,0.6764705882352942,0.12,-4.44,0.488,0.361,0.736,383,1204,469,252,148,383,590,2745,2497,69.0,116.5,0.549,14.0,34.2,0.278,0.377,0.334,0.583,53.1,48.1,10.7,11.5,132,Horz,112.24706608617367,112,108.93769176465156,183,0.5851988637122733,132,23.07890894963413,11.921091050365872,15.0,5.0,0.3960783688824331,0.4246834849006411,0.3859539397152601,0.4116976250599284,0.4246834849006411,0.3859539397152601,0.891605349358188,0.8737638547581876,109.3041013896059,112.70875063939246,109.69666685885664,112.19716460229884,114.63197301020756,110.4419377793742,0.0,0.0,0.0,0.0,0.0100576713384835,1630.0,1527.0,1375.1875,1.185292914602554,1.110394037176749,0.0,0.75,-6.602702620804132,131,147,66.96255905471382,248,0.0144,0.005921875000000076
Midwest,7,Kentucky,21-13,21.0,13.0,0.6176470588235294,19.8,12.86,0.464,0.341,0.728,406,1275,544,243,150,357,627,2746,2510,69.8,115.7,0.531,12.8,33.8,0.273,0.375,0.392,0.567,52.1,57.0,10.2,12.3,31,SEC,119.85074931789606,41,99.87870637477396,31,0.8905472335908131,31,21.486031137033752,13.51396886296625,10.0,8.0,0.7365194500621175,0.5239240943256923,0.868300132949058,0.7410725303859126,0.5239240943256923,0.868300132949058,0.5892178433516516,0.7284834602456667,118.04251944523376,104.08831879827328,118.24078956466911,104.0757923780809,121.09280104517782,101.42837179774484,119.36778076720182,100.984316326832,0.8725067712646886,20.0,0.0428406051596477,1414.0,1404.0,1245.875,1.13494531955453,1.126918832146082,0.0,0.5555555555555556,3.2539495891776165,30,80,68.30610087899888,236,392.04,-0.01207812499999994
Midwest,10,Santa Clara,26-8,26.0,8.0,0.7647058823529411,15.88,6.06,0.468,0.346,0.736,445,1214,570,303,126,368,663,2817,2463,69.7,118.9,0.546,13.0,36.7,0.185,0.252,0.451,0.57,51.8,55.2,12.8,10.8,29,WCC,124.98197374227584,15,103.64989398989266,79,0.8958772634495052,29,26.513968862966248,8.48603113703375,15.0,3.0,0.6133509346874955,0.5498336018562,0.6212644739270414,0.6212708289326331,0.5498336018562,0.6212644739270414,0.7575859070859474,0.8148932373707795,111.78376838145586,105.04774932549006,112.02103252618164,104.89571865093042,125.92001597483386,103.14566436383188,121.85358544506246,104.60234892112572,0.8526480939556014,8.0,0.0065597832960717,1569.0,1330.0,1280.9500000000005,1.224872165189898,1.03829189273586,0.0,0.8333333333333334,2.128958478132717,36,157,69.24554845199671,354,252.17440000000002,0.0029218750000000737
Midwest,2,Iowa St.,27-7,27.0,7.0,0.7941176470588235,27.15,10.5,0.49,0.387,0.672,403,1211,586,305,92,349,543,2781,2215,68.2,120.0,0.565,12.8,35.3,0.229,0.34,0.388,0.585,53.5,58.4,13.2,8.6,7,B12,123.67255595433032,21,92.52194636678304,6,0.9656832559355004,7,27.97723197255975,7.02276802744025,12.0,6.0,0.6967373126431013,0.4593744100194892,0.8332436689240942,0.6881447882995054,0.4593744100194892,0.8332436689240942,0.6542484448682814,0.7973369820687418,114.7912776696968,103.55382069042317,114.58879394894127,103.78747256477074,121.14559885806408,94.3148901841235,120.54103517108328,96.15424793789614,0.9308242889270985,14.0,-0.0118285180688415,1360.0,1221.0,1200.275,1.1330736706171505,1.0172668763408386,0.0,0.6666666666666666,7.338254317790138,13,210,66.94050996857628,566,737.1225,0.02192187499999998
Midwest,15,Tennessee St.,23-9,23.0,9.0,0.71875,-4.54,-8.68,0.46,0.331,0.765,417,1216,422,300,116,390,578,2577,2347,72.0,111.5,0.51,14.3,35.4,0.259,0.338,0.306,0.551,53.0,45.6,13.0,10.1,218,OVC,107.70434752233204,188,111.73163620127494,237,0.3959989648847692,218,23.02276802744025,9.97723197255975,15.0,5.0,0.2717572968175706,0.3977627366550479,0.2090561286200724,0.292785356175522,0.3977627366550479,0.2090561286200724,0.8995984873423265,0.8205630803537491,102.63864563205196,111.7473643408511,103.33977597453055,111.10651707632636,109.13225604986977,115.66070840108132,86.16593821717844,100.53049699161056,0.145152136930113,1.0,0.0745465757627883,1621.0,1474.0,1411.7375000000002,1.1482304606911695,1.0441034540769796,0.0,0.75,-5.651346128190491,112,28,70.1207442233955,230,20.6116,-0.03307812499999996
