Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,in_tourney
152,Louisiana State,32,15,17,0.469,12.69,9.75,3,15,9,8,3,7,2606,2512,1315,897,1904,0.471,217,656,0.331,595,779,0.764,359,1180,471,191,125,352,598,False
153,Louisiana Tech,34,20,14,0.588,-2.92,-2.98,11,9,14,3,4,10,2375,2210,1375,872,1977,0.441,198,662,0.299,433,649,0.667,449,1309,430,251,161,415,555,False
154,Louisiana-Monroe,32,4,28,0.125,-18.52,-4.86,1,17,3,11,1,15,2318,2685,1290,768,1859,0.413,246,772,0.319,536,733,0.731,299,1037,390,196,109,388,463,False
155,Louisville,33,23,10,0.697,23.41,10.83,11,7,15,2,4,7,2797,2382,1320,948,2016,0.47,380,1065,0.357,519,675,0.769,374,1269,564,227,110,384,608,True
156,Loyola (IL),33,9,24,0.273,-6.13,2.84,4,14,6,10,1,9,2204,2500,1325,757,1792,0.422,271,855,0.317,419,623,0.673,340,1126,460,134,125,431,557,False
157,Loyola (MD),32,12,20,0.375,-13.33,-8.49,8,10,8,6,3,13,2407,2466,1300,844,1945,0.434,305,914,0.334,414,590,0.702,341,1126,423,198,114,350,537,False
158,Loyola Marymount,32,15,17,0.469,1.08,1.5,6,12,10,8,4,7,2376,2306,1295,853,1861,0.458,260,744,0.349,410,582,0.704,291,1088,421,196,131,383,569,False
159,Maine,32,8,24,0.25,-16.91,-9.59,6,10,4,8,4,14,2001,2190,1280,712,1600,0.445,191,599,0.319,386,602,0.641,201,897,393,250,102,397,531,False
160,Manhattan,32,12,20,0.375,-15.1,-7.9,8,12,7,7,3,12,2369,2526,1295,810,1902,0.426,230,709,0.324,519,653,0.795,341,1061,411,251,75,341,473,False
161,Marist,31,19,12,0.613,-3.63,-8.6,12,8,11,4,7,7,2160,1979,1245,798,1808,0.441,206,628,0.328,358,457,0.783,311,1112,473,218,96,347,521,False
162,Marquette,32,12,20,0.375,9.22,9.84,7,13,10,7,2,10,2405,2425,1295,856,1954,0.438,261,824,0.317,432,640,0.675,355,1095,497,299,98,364,545,False
163,Marshall,32,19,13,0.594,-2.83,-4.41,11,7,13,4,6,8,2596,2497,1280,927,1975,0.469,322,876,0.368,420,574,0.732,363,1178,532,198,155,373,646,False
164,Maryland,33,12,21,0.364,4.8,11.68,4,16,7,8,2,10,2300,2527,1325,764,1878,0.407,279,880,0.317,493,683,0.722,402,1168,345,157,97,410,595,False
165,Maryland-Baltimore County,32,24,8,0.75,-4.4,-11.86,14,2,15,2,9,6,2439,2144,1290,861,1827,0.471,259,717,0.361,458,601,0.762,263,1135,389,161,82,307,424,True
166,Maryland-Eastern Shore,32,9,23,0.281,-17.48,-8.35,5,9,6,4,2,18,2060,2265,1305,765,1722,0.444,172,574,0.3,358,499,0.717,335,1040,431,183,84,505,578,False
167,Massachusetts,33,17,16,0.515,-2.14,-3.23,7,11,11,5,2,8,2648,2562,1350,951,2027,0.469,248,716,0.346,498,741,0.672,401,1237,562,220,72,429,685,False
168,Massachusetts-Lowell,33,15,18,0.455,-14.12,-8.42,9,7,10,4,5,14,2471,2518,1320,901,1956,0.461,195,605,0.322,474,711,0.667,406,1236,412,173,101,403,485,False
169,McNeese,33,28,5,0.848,7.74,-2.06,19,3,14,0,9,5,2641,2193,1335,928,1985,0.468,220,689,0.319,565,756,0.747,418,1162,467,348,143,317,618,True
170,Memphis,32,13,19,0.406,3.95,5.42,8,10,10,6,3,10,2407,2454,1290,853,1966,0.434,209,662,0.316,492,682,0.721,419,1179,425,270,138,435,648,False
171,Mercer,32,19,13,0.594,-2.87,-5.21,11,7,14,1,5,11,2646,2416,1280,915,1978,0.463,280,803,0.349,536,741,0.723,393,1204,440,252,110,333,494,False
172,Mercyhurst,34,17,17,0.5,-9.86,-9.46,10,8,12,3,5,14,2358,2291,1381,898,1984,0.453,204,624,0.327,358,494,0.725,308,1110,498,246,129,322,620,False
173,Merrimack,34,23,11,0.676,-4.27,-6.33,17,3,11,0,9,8,2330,2260,1375,755,1816,0.416,274,837,0.327,546,693,0.788,276,975,423,279,175,325,555,False
174,Miami (FL),33,25,8,0.758,18.04,7.28,13,5,15,3,8,2,2704,2349,1320,989,1974,0.501,217,625,0.347,507,740,0.685,404,1231,531,260,112,370,510,True
175,Miami (OH),32,31,1,0.969,5.37,-5.49,18,0,16,0,14,0,2902,2409,1300,1001,1909,0.524,334,853,0.392,566,756,0.749,265,1135,516,238,107,335,515,True
176,Michigan,34,31,3,0.912,32.48,14.86,19,1,14,1,11,0,2952,2353,1366,1034,2046,0.505,308,855,0.36,576,771,0.747,374,1359,628,194,200,407,531,True
177,Michigan State,32,25,7,0.781,23.44,12.91,15,5,15,2,6,4,2526,2189,1290,882,1874,0.471,245,682,0.359,517,678,0.763,407,1275,591,164,131,368,521,True
178,Middle Tennessee,32,17,15,0.531,0.23,1.36,11,9,11,4,5,8,2414,2329,1310,845,1901,0.445,297,873,0.34,427,608,0.702,356,1159,456,197,136,368,546,False
179,Milwaukee,32,12,20,0.375,-7.52,-2.26,8,12,8,6,3,14,2440,2548,1280,880,1982,0.444,240,744,0.323,440,638,0.69,402,1153,426,216,94,333,601,False
180,Minnesota,32,15,17,0.469,10.45,8.95,8,12,13,4,2,9,2241,2193,1295,772,1678,0.46,275,791,0.348,422,603,0.7,273,993,556,207,85,339,470,False
181,Mississippi,35,15,20,0.429,11.13,11.36,4,14,7,9,3,7,2656,2664,1425,942,2114,0.446,249,751,0.332,523,698,0.749,351,1201,473,248,151,341,675,False
182,Mississippi State,32,13,19,0.406,7.27,11.46,5,13,8,8,4,6,2484,2618,1295,907,2016,0.45,262,809,0.324,408,618,0.66,363,1223,409,185,140,372,516,False
183,Mississippi Valley State,33,3,30,0.091,-28.36,-7.89,2,16,2,9,1,18,2120,2739,1331,754,1835,0.411,170,566,0.3,442,619,0.714,303,1007,403,239,85,507,705,False
184,Missouri,32,20,12,0.625,13.08,8.77,10,8,15,3,5,7,2549,2411,1290,894,1823,0.49,230,657,0.35,531,774,0.686,371,1139,452,213,111,396,564,True
185,Missouri State,34,16,18,0.471,-2.67,-1.41,8,12,11,7,3,10,2551,2502,1380,870,1933,0.45,260,790,0.329,551,814,0.677,392,1176,492,231,105,379,595,False
186,Monmouth,34,19,15,0.559,-2.11,-3.14,11,7,10,4,6,9,2471,2409,1375,875,1992,0.439,235,683,0.344,486,651,0.747,379,1190,471,265,147,386,540,False
187,Montana,34,18,16,0.529,-2.33,-0.47,10,8,11,6,5,9,2627,2535,1360,909,1857,0.489,278,777,0.358,531,690,0.77,225,1169,504,190,81,465,601,False
188,Montana State,32,18,14,0.563,1.09,-1.05,12,6,11,2,6,11,2493,2285,1290,878,1882,0.467,317,854,0.371,420,564,0.745,298,1059,366,219,91,320,502,False
189,Morehead State,33,20,13,0.606,-11.13,-7.56,15,5,11,2,7,10,2484,2466,1330,883,1913,0.462,195,586,0.333,523,713,0.734,405,1189,443,216,101,388,568,False
190,Morgan State,30,14,16,0.467,-19.26,-10.93,10,4,9,6,5,9,2258,2347,1207,750,1769,0.424,209,632,0.331,549,740,0.742,342,1048,395,149,107,377,642,False
191,Mount St. Mary's,32,15,17,0.469,-10.35,-7.22,11,9,8,5,7,11,2178,2244,1285,773,1765,0.438,247,760,0.325,385,574,0.671,348,1187,436,196,96,487,572,False
192,Murray State,32,20,12,0.625,3.9,0.49,12,8,12,3,5,6,2667,2558,1280,894,1945,0.46,303,871,0.348,576,761,0.757,375,1166,441,191,129,374,597,False
193,Navy,33,26,7,0.788,-0.87,-9.9,17,1,15,2,10,4,2465,2105,1335,858,1802,0.476,217,603,0.36,532,724,0.735,345,1208,537,253,105,372,473,False
194,NC State,33,20,13,0.606,18.02,10.83,10,8,11,6,6,4,2762,2525,1335,939,2006,0.468,342,881,0.388,542,706,0.768,325,1139,515,266,111,305,599,True
195,Nebraska,32,26,6,0.813,21.54,10.48,15,5,16,2,7,3,2473,2119,1290,876,1884,0.465,337,956,0.353,384,512,0.75,281,1117,575,232,82,312,456,True
196,Nevada,34,22,12,0.647,10.17,5.81,12,8,15,2,4,8,2582,2434,1380,842,1920,0.439,225,621,0.362,673,895,0.752,383,1224,482,227,129,344,619,False
197,Nevada-Las Vegas,33,17,16,0.515,5.63,6.1,11,9,10,6,6,6,2620,2593,1335,915,1947,0.47,243,697,0.349,547,796,0.687,365,1155,470,250,157,398,706,False
198,New Hampshire,30,9,21,0.3,-16.98,-7.26,5,11,8,5,1,16,2076,2238,1230,743,1816,0.409,244,789,0.309,344,521,0.66,313,1064,335,186,66,336,528,False
199,New Haven,31,14,17,0.452,-13.65,-7.69,9,9,9,6,5,11,2013,2055,1240,728,1650,0.441,208,665,0.313,349,507,0.688,243,973,375,203,71,343,431,False
200,New Mexico,33,23,10,0.697,13.52,5.05,13,7,14,3,7,5,2658,2337,1320,913,1985,0.46,308,851,0.362,524,721,0.727,355,1204,491,262,94,354,584,False
201,New Mexico State,32,16,16,0.5,-1.29,-1.35,8,12,10,5,3,8,2403,2303,1295,831,1942,0.428,241,740,0.326,498,684,0.728,396,1216,414,206,101,336,638,False
202,New Orleans,33,15,18,0.455,-3.96,-0.81,12,10,5,6,9,11,2459,2563,1330,814,1839,0.443,197,620,0.318,634,853,0.743,399,1236,427,191,124,474,647,False
203,Niagara,30,8,22,0.267,-16.27,-7.85,5,15,6,7,2,14,1916,2137,1205,701,1589,0.441,213,638,0.334,301,415,0.725,239,875,420,169,87,358,455,False
204,Nicholls State,33,14,19,0.424,-6.77,-2.05,12,10,6,6,7,12,2388,2471,1320,834,1913,0.436,282,845,0.334,438,657,0.667,346,1027,435,296,89,392,586,False
205,NJIT,33,16,17,0.485,-15.76,-8.26,10,6,8,6,8,11,2212,2417,1322,768,1893,0.406,233,770,0.303,443,627,0.707,325,1138,355,220,106,382,601,False
206,Norfolk State,32,15,17,0.469,-13.57,-10.53,8,6,9,4,5,10,2445,2362,1280,857,1848,0.464,188,559,0.336,543,784,0.693,371,1112,382,227,95,394,626,False
207,North Alabama,30,9,21,0.3,-15.65,-5.51,4,14,5,8,4,12,2082,2328,1210,735,1687,0.436,174,570,0.305,438,637,0.688,331,1003,302,196,113,343,445,False
208,North Carolina,32,24,8,0.75,19.39,10.92,12,6,18,0,4,6,2553,2282,1280,896,1895,0.473,276,801,0.345,485,709,0.684,345,1217,511,171,110,309,468,True
209,North Carolina A&T,30,11,19,0.367,-9.56,-4.96,4,14,6,6,4,11,2252,2335,1205,770,1672,0.461,172,543,0.317,540,754,0.716,321,1108,358,160,117,385,539,False
210,North Carolina Central,32,14,18,0.438,-18.15,-8.5,8,6,8,5,4,12,2299,2415,1285,794,1807,0.439,200,609,0.328,511,702,0.728,346,1009,435,281,113,389,568,False
211,North Dakota,35,18,17,0.514,-8.93,-3.52,10,6,9,7,7,8,2680,2705,1410,926,2118,0.437,283,853,0.332,545,774,0.704,376,1159,398,297,90,343,699,False
212,North Dakota State,34,27,7,0.794,2.5,-5.79,14,2,13,1,10,5,2745,2366,1380,979,2091,0.468,320,876,0.365,467,644,0.725,395,1239,528,283,97,366,499,True
213,North Florida,32,7,25,0.219,-15.41,-2.98,5,13,5,8,2,14,2547,2821,1285,878,1967,0.446,353,1006,0.351,438,566,0.774,300,1032,444,162,44,401,578,False
214,North Texas,33,19,14,0.576,2.08,1.14,9,9,12,5,5,7,2341,2225,1350,812,1910,0.425,186,621,0.3,529,763,0.693,401,1163,415,308,144,376,642,False
215,Northeastern,31,7,24,0.226,-8.88,-2.82,2,16,2,10,3,13,2322,2510,1245,855,1856,0.461,236,701,0.337,376,545,0.69,296,979,476,216,92,355,597,False
216,Northern Arizona,32,10,22,0.313,-10.73,-1.22,4,14,9,7,1,13,2282,2445,1280,823,1769,0.465,239,651,0.367,397,583,0.681,253,952,426,220,87,336,554,False
217,Northern Colorado,32,20,12,0.625,0.3,-2.46,10,8,11,3,8,7,2640,2449,1300,967,1972,0.49,306,846,0.362,400,527,0.759,301,1172,530,139,85,348,572,False
218,Northern Illinois,30,9,21,0.3,-14.77,-2.24,4,14,6,7,3,14,2086,2334,1200,708,1703,0.416,239,766,0.312,431,649,0.664,353,1040,374,181,56,446,549,False
219,Northern Iowa,35,23,12,0.657,8.49,1.49,11,9,12,5,6,6,2447,2144,1410,916,1921,0.477,272,767,0.355,343,491,0.699,240,1118,526,226,109,327,534,True
220,Northern Kentucky,34,20,14,0.588,-2.45,-4.67,10,10,12,5,7,8,2827,2634,1370,982,2101,0.467,320,937,0.342,543,761,0.714,405,1205,536,293,120,402,626,False
221,Northwestern,34,15,19,0.441,12.61,11.43,5,15,9,7,3,8,2487,2447,1365,890,1929,0.461,216,655,0.33,491,654,0.751,309,1037,586,197,121,290,582,False
222,Northwestern State,32,10,22,0.313,-9.31,-2.47,8,14,8,6,2,15,2185,2317,1285,743,1699,0.437,191,575,0.332,508,685,0.742,284,1005,382,206,76,374,533,False
223,Notre Dame,31,13,18,0.419,9.05,9.93,4,14,10,7,2,9,2308,2335,1260,801,1799,0.445,279,783,0.356,427,613,0.697,343,1135,380,138,69,356,554,False
224,Oakland,32,16,16,0.5,-1.35,-0.12,12,8,7,6,8,9,2642,2614,1280,927,1957,0.474,231,664,0.348,557,743,0.75,354,1119,504,244,116,335,487,False
225,Ohio,32,15,17,0.469,-4.65,-1.35,9,9,10,6,4,8,2492,2515,1290,884,1916,0.461,224,728,0.308,500,708,0.706,322,1076,432,196,114,348,572,False
226,Ohio State,33,21,12,0.636,19.06,12.06,12,8,14,3,5,6,2633,2402,1335,912,1850,0.493,267,741,0.36,542,699,0.775,307,1097,474,161,79,343,584,True
227,Oklahoma,34,19,15,0.559,15.02,9.37,7,11,11,5,4,7,2813,2621,1370,966,2054,0.47,331,900,0.368,550,738,0.745,393,1216,485,213,128,338,594,False
228,Oklahoma State,33,19,14,0.576,11.93,10.57,6,12,14,5,2,7,2781,2736,1335,957,2080,0.46,252,746,0.338,615,819,0.751,381,1254,488,238,87,394,570,False
229,Old Dominion,33,12,21,0.364,-7.19,-4.19,7,11,7,6,4,14,2514,2570,1330,878,1978,0.444,254,717,0.354,504,687,0.734,314,1151,432,189,104,360,637,False
230,Omaha,33,16,17,0.485,-7.25,-3.49,8,8,10,4,5,10,2507,2522,1325,882,1905,0.463,279,792,0.352,464,631,0.735,295,1139,431,190,93,365,550,False
231,Oral Roberts,33,10,23,0.303,-10.11,-2.21,4,12,7,8,1,13,2420,2558,1330,811,1896,0.428,282,874,0.323,516,694,0.744,342,1152,392,198,111,440,651,False
232,Oregon,32,12,20,0.375,8.95,12.04,5,15,10,7,2,8,2267,2366,1285,776,1822,0.426,250,780,0.321,465,637,0.73,358,1100,458,194,126,377,498,False
233,Oregon State,33,17,16,0.515,0.78,3.81,9,9,12,5,4,7,2347,2447,1340,747,1749,0.427,271,774,0.35,582,754,0.772,284,1070,457,182,121,393,586,False
234,Pacific,33,18,15,0.545,4.34,2.83,8,10,11,3,4,11,2399,2271,1325,870,1867,0.466,239,663,0.36,420,557,0.754,386,1260,505,179,75,430,599,False
235,Penn State,32,12,20,0.375,3.98,9.64,3,17,9,8,2,9,2358,2539,1280,841,1795,0.469,221,683,0.324,455,607,0.75,266,927,406,222,54,337,496,False
236,Pennsylvania,29,18,11,0.621,-0.5,-1.72,9,5,12,2,4,8,2207,2126,1170,766,1740,0.44,234,606,0.386,441,636,0.693,334,1056,405,196,91,314,482,True
237,Pepperdine,32,9,23,0.281,-5.86,3.44,4,14,7,10,2,11,2312,2546,1290,806,1889,0.427,231,728,0.317,469,625,0.75,356,1086,451,193,90,410,495,False
238,Pittsburgh,33,13,20,0.394,8.58,9.88,5,13,8,10,3,8,2327,2370,1330,834,1899,0.439,270,809,0.334,389,577,0.674,391,1139,436,216,102,371,535,False
239,Portland,34,15,19,0.441,-2.08,3.95,6,12,12,6,1,12,2530,2669,1370,907,1947,0.466,205,678,0.302,511,692,0.738,322,1149,563,201,99,465,595,False
240,Portland State,31,20,11,0.645,0.06,-2.66,13,5,11,3,8,7,2376,2179,1250,851,1848,0.46,207,637,0.325,467,660,0.708,347,1143,449,236,118,361,609,False
241,Prairie View A&M,35,18,17,0.514,-12.74,-9.93,9,9,10,3,3,13,2761,2662,1405,932,2102,0.443,216,646,0.334,681,904,0.753,352,1189,418,278,163,417,670,True
242,Presbyterian,33,15,18,0.455,-8.31,-5.21,7,9,10,4,3,13,2388,2382,1335,861,1813,0.475,170,527,0.323,496,724,0.685,362,1167,433,189,152,429,585,False
243,Princeton,29,9,20,0.31,-6.92,-1.95,5,9,8,4,1,12,1989,2087,1170,671,1582,0.424,241,706,0.341,406,540,0.752,274,967,371,138,63,320,478,False
244,Providence,33,15,18,0.455,10.84,9.53,7,13,10,6,3,8,2815,2772,1355,973,2044,0.476,301,828,0.364,568,750,0.757,363,1271,462,177,129,408,607,False
245,Purdue,35,27,8,0.771,25.64,14.13,13,7,12,5,8,3,2858,2455,1405,1044,2094,0.499,325,857,0.379,445,599,0.743,395,1240,697,194,97,310,514,True
246,Purdue Fort Wayne,32,17,15,0.531,-7.27,-2.72,11,9,11,4,6,11,2499,2467,1280,895,1920,0.466,300,853,0.352,409,575,0.711,257,969,440,273,101,318,499,False
247,Queens (NC),34,21,13,0.618,-3.3,-4.97,13,5,12,2,6,10,2886,2820,1370,987,2046,0.482,346,962,0.36,566,766,0.739,348,1149,541,201,100,363,675,True
248,Quinnipiac,32,19,13,0.594,-5.48,-7.03,12,8,10,5,9,7,2411,2303,1290,860,2004,0.429,236,683,0.346,455,664,0.685,406,1183,434,253,142,351,521,False
249,Radford,32,16,16,0.5,-7.12,-6.19,9,7,12,5,4,8,2604,2523,1300,874,1951,0.448,303,887,0.342,553,783,0.706,375,1148,417,252,112,400,585,False
250,Rhode Island,32,16,16,0.5,2.43,0.74,7,11,10,6,4,7,2236,2182,1290,758,1748,0.434,236,760,0.311,484,671,0.721,339,1053,363,269,117,409,582,False
251,Rice,31,13,18,0.419,-4.48,0.28,7,11,8,8,4,9,2291,2311,1260,785,1870,0.42,286,822,0.348,435,635,0.685,430,1180,379,207,121,376,573,False
252,Richmond,32,15,17,0.469,2.26,0.29,5,13,11,7,3,8,2455,2366,1285,828,1851,0.447,288,792,0.364,511,679,0.753,277,1059,453,225,74,311,573,False
253,Rider,29,4,25,0.138,-19.14,-5.0,3,17,4,9,0,16,1840,2204,1160,673,1703,0.395,129,469,0.275,365,525,0.695,366,1014,299,175,98,326,470,False
254,Robert Morris,33,22,11,0.667,-1.29,-4.71,13,7,14,3,8,7,2555,2379,1345,941,1986,0.474,297,797,0.373,376,543,0.692,434,1243,585,190,85,414,594,False
255,Rutgers,33,14,19,0.424,4.91,9.46,6,14,10,7,2,9,2329,2479,1336,800,1912,0.418,217,662,0.328,512,691,0.741,352,1080,405,202,113,335,547,False
256,Sacramento State,31,10,21,0.323,-7.79,-0.08,6,12,10,4,0,16,2408,2542,1245,791,1881,0.421,231,693,0.333,595,766,0.777,298,1063,402,236,99,323,575,False
257,Sacred Heart,33,14,19,0.424,-11.27,-8.05,9,11,8,5,5,13,2482,2528,1325,839,1932,0.434,351,979,0.359,453,583,0.777,338,1151,492,189,97,399,490,False
258,Saint Francis (PA),31,7,24,0.226,-18.86,-5.83,5,13,5,8,2,14,2216,2510,1245,793,1843,0.43,239,702,0.34,391,563,0.694,324,1012,416,230,64,401,566,False
259,Saint Joseph's,33,22,11,0.667,2.65,0.98,13,5,13,3,6,7,2419,2306,1325,847,1972,0.43,273,885,0.308,452,608,0.743,384,1280,516,181,157,387,461,False
260,Saint Louis,33,28,5,0.848,17.27,1.52,15,3,19,0,7,3,2879,2294,1320,1008,1980,0.509,360,898,0.401,503,676,0.744,338,1318,605,236,115,411,604,True
261,Saint Mary's,32,27,5,0.844,17.87,5.54,16,2,17,0,8,2,2502,2066,1280,852,1847,0.461,260,669,0.389,538,668,0.805,398,1291,495,180,116,346,500,True
262,Saint Peter's,29,17,12,0.586,-7.45,-7.59,14,6,13,1,4,10,2054,1984,1170,702,1705,0.412,213,668,0.319,437,596,0.733,400,1035,377,261,113,337,579,False
263,Sam Houston,33,22,11,0.667,3.57,-0.43,13,7,13,1,6,9,2714,2447,1320,962,2073,0.464,277,754,0.367,513,711,0.722,455,1343,506,239,93,388,578,False
264,Samford,32,18,14,0.563,-5.26,-6.09,11,7,11,3,6,9,2525,2409,1295,845,1862,0.454,310,865,0.358,525,762,0.689,292,1164,473,147,89,295,513,False
265,San Diego,33,12,21,0.364,-3.48,2.56,5,13,9,8,2,11,2458,2570,1335,884,1989,0.444,303,858,0.353,387,512,0.756,336,1047,530,259,91,412,597,False
266,San Diego State,33,22,11,0.667,13.62,8.12,14,6,14,2,5,5,2580,2342,1345,911,1921,0.474,221,637,0.347,537,735,0.731,334,1171,494,252,151,399,625,False
267,San Francisco,33,17,16,0.515,4.39,4.23,8,10,9,6,4,7,2464,2414,1330,819,1876,0.437,299,861,0.347,527,739,0.713,361,1190,460,176,99,359,566,False
268,San Jose State,33,9,24,0.273,-1.99,6.41,3,17,6,10,1,12,2376,2591,1325,827,1893,0.437,259,723,0.358,463,633,0.731,340,980,354,190,74,333,582,False
269,Santa Clara,34,26,8,0.765,15.88,6.06,15,3,14,1,8,3,2817,2463,1360,1032,2205,0.468,344,994,0.346,409,556,0.736,445,1214,570,303,126,368,663,True
270,Seattle,33,20,13,0.606,4.42,2.71,8,10,13,4,5,7,2373,2211,1326,834,1898,0.439,238,726,0.328,467,663,0.704,302,1087,440,264,158,384,545,False
271,Seton Hall,33,21,12,0.636,13.45,8.45,10,10,12,5,6,5,2321,2156,1320,837,1922,0.435,157,515,0.305,490,678,0.723,412,1180,432,304,187,366,620,False
272,Siena,34,23,11,0.676,-4.34,-9.19,13,7,9,4,9,7,2398,2233,1365,860,1882,0.457,183,601,0.304,495,644,0.769,346,1170,456,197,106,351,467,True
273,South Alabama,32,21,11,0.656,-4.39,-6.76,11,7,10,4,8,6,2387,2234,1305,843,1808,0.466,231,663,0.348,470,712,0.66,277,1137,379,259,72,279,405,False
274,South Carolina,32,13,19,0.406,7.62,9.16,4,14,11,8,2,8,2398,2447,1295,805,1855,0.434,256,824,0.311,532,681,0.781,296,1042,426,176,76,318,563,False
275,South Carolina State,32,10,22,0.313,-21.79,-8.63,7,7,6,5,3,16,2147,2522,1280,732,1775,0.412,197,584,0.337,486,727,0.669,355,993,387,223,124,473,685,False
276,South Carolina Upstate,32,13,19,0.406,-10.24,-5.55,5,11,10,5,3,13,2376,2357,1300,855,1941,0.44,231,704,0.328,435,635,0.685,354,1177,411,213,150,400,584,False
277,South Dakota,32,16,16,0.5,-8.6,-4.88,8,8,12,5,3,10,2547,2566,1300,851,1886,0.451,223,672,0.332,622,844,0.737,343,1101,394,199,79,378,493,False
278,South Dakota State,32,14,18,0.438,-3.09,-2.95,7,9,9,4,4,9,2413,2331,1285,875,1902,0.46,257,747,0.344,406,571,0.711,350,1194,457,184,73,354,535,False
279,South Florida,33,25,8,0.758,13.29,2.6,15,3,13,2,9,3,2895,2492,1345,956,2178,0.439,318,958,0.332,665,894,0.744,511,1410,567,303,136,368,645,True
280,Southeast Missouri State,33,20,13,0.606,-6.85,-7.82,14,6,10,5,8,7,2460,2331,1325,867,1928,0.45,212,699,0.303,514,738,0.696,328,1124,411,224,121,388,655,False
281,Southeastern Louisiana,31,9,22,0.29,-9.31,-2.84,6,16,5,7,2,15,2016,2184,1245,689,1665,0.414,187,661,0.283,451,659,0.684,315,992,361,215,87,385,550,False
282,Southern,34,17,17,0.5,-10.98,-6.95,11,7,8,4,7,12,2707,2650,1375,947,2089,0.453,237,679,0.349,576,825,0.698,399,1209,511,317,130,406,637,False
283,Southern California,32,18,14,0.563,10.58,11.16,7,13,9,7,5,6,2515,2494,1305,857,1888,0.454,199,634,0.314,602,832,0.724,364,1168,490,203,181,399,598,False
284,Southern Illinois,32,16,16,0.5,3.09,0.86,10,10,8,6,7,8,2336,2226,1295,880,1946,0.452,160,576,0.278,416,613,0.679,364,1223,433,257,114,385,546,False
285,SIU Edwardsville,32,19,13,0.594,-8.46,-10.25,12,8,10,5,8,7,2271,2070,1290,826,1857,0.445,234,675,0.347,385,570,0.675,350,1173,422,243,126,375,516,False
286,Southern Indiana,30,7,23,0.233,-16.23,-8.98,4,16,3,10,4,11,2061,2210,1210,700,1812,0.386,227,733,0.31,434,662,0.656,395,1125,310,190,127,359,512,False
287,Southern Methodist,33,20,13,0.606,17.27,10.66,8,10,15,3,3,8,2779,2561,1330,1015,2071,0.49,279,745,0.374,470,634,0.741,405,1244,559,234,121,373,559,True
288,Southern Mississippi,35,19,16,0.543,-5.39,-4.51,9,9,10,3,4,11,2615,2585,1410,903,2001,0.451,179,597,0.3,630,859,0.733,395,1284,403,260,132,453,674,False
289,Southern Utah,32,10,22,0.313,-9.19,-0.22,6,12,7,6,2,15,2442,2544,1285,874,1897,0.461,237,692,0.342,457,633,0.722,334,1148,449,178,137,453,531,False
290,St. Bonaventure,34,17,17,0.5,2.4,1.67,4,14,9,7,4,7,2596,2532,1370,953,2038,0.468,240,642,0.374,450,605,0.744,401,1199,533,258,157,388,558,False
291,St. John's (NY),34,28,6,0.824,22.42,10.83,18,2,15,2,9,1,2773,2379,1365,950,2093,0.454,235,707,0.332,638,877,0.727,445,1314,553,269,166,356,588,True
292,St. Thomas,33,24,9,0.727,3.27,-5.3,12,4,14,1,8,6,2728,2366,1320,976,1915,0.51,322,883,0.365,454,667,0.681,235,1102,564,247,87,311,515,False
293,Stanford,32,20,12,0.625,12.55,9.27,9,9,12,6,5,5,2431,2326,1280,823,1877,0.438,295,829,0.356,490,670,0.731,360,1079,381,253,119,338,564,False
294,Stephen F. Austin,33,28,5,0.848,4.06,-4.62,20,2,15,1,12,3,2520,2176,1320,911,2028,0.449,292,805,0.363,406,596,0.681,413,1230,452,228,121,303,520,False
295,Stetson,33,12,21,0.364,-12.7,-4.7,7,11,9,5,2,14,2431,2631,1325,854,1871,0.456,306,843,0.363,417,612,0.681,315,1083,506,206,68,414,511,False
296,Stonehill,33,12,21,0.364,-14.6,-9.28,8,10,8,5,4,15,2191,2263,1340,786,1896,0.415,248,770,0.322,371,541,0.686,331,1240,411,160,130,430,534,False
297,Stony Brook,32,17,15,0.531,-5.46,-3.69,9,9,12,4,4,9,2295,2277,1295,803,1892,0.424,304,870,0.349,385,533,0.722,330,1111,424,216,119,360,515,False
298,Syracuse,32,15,17,0.469,10.28,9.53,6,12,12,6,2,7,2400,2376,1305,872,1876,0.465,229,697,0.329,427,659,0.648,329,1093,411,198,189,353,526,False
299,Tarleton State,32,14,18,0.438,-4.76,-1.48,5,13,10,6,4,11,2385,2349,1295,836,1856,0.45,147,456,0.322,566,760,0.745,356,1052,358,330,100,459,642,False
300,Temple,32,16,16,0.5,1.04,-0.76,8,10,10,6,5,6,2366,2264,1285,801,1793,0.447,218,645,0.338,546,731,0.747,321,1077,394,182,128,288,553,False
301,Tennessee,33,22,11,0.667,22.08,11.99,11,7,14,3,5,5,2622,2289,1335,933,2017,0.463,214,640,0.334,542,781,0.694,529,1405,558,248,119,385,590,True
302,Tennessee State,32,23,9,0.719,-4.54,-8.68,15,5,10,2,10,7,2577,2347,1285,926,2015,0.46,204,616,0.331,521,681,0.765,417,1216,422,300,116,390,578,True
303,Tennessee Tech,31,13,18,0.419,-13.25,-7.89,8,12,8,6,5,12,2272,2308,1240,788,1778,0.443,211,670,0.315,485,639,0.759,338,1122,377,184,92,412,502,False
