Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,in_tourney
256,St. Bonaventure,30,17,13,0.567,6.07,3.61,8.0,8.0,9.0,3.0,6.0,8.0,2416,2342,1210.0,794,1853,0.428,314,898,0.35,514,677,0.759,360.0,949,392,291,24,347,544.0,False
257,St. Francis (NY),29,18,11,0.621,-8.35,-10.83,13.0,7.0,11.0,3.0,6.0,7.0,2327,2255,1170.0,818,1746,0.468,198,565,0.35,493,733,0.673,371.0,1060,424,278,103,505,611.0,False
258,St. John's (NY),32,20,12,0.625,7.81,6.31,9.0,7.0,14.0,2.0,3.0,7.0,2250,2202,1295.0,784,1953,0.401,139,484,0.287,543,811,0.67,498.0,1206,368,323,120,484,646.0,True
259,Stanford,30,20,10,0.667,17.03,9.03,12.0,6.0,10.0,3.0,7.0,5.0,2420,2180,1215.0,822,1823,0.451,207,608,0.34,569,813,0.7,446.0,1254,480,152,130,409,582.0,True
260,Stephen F. Austin,28,13,15,0.464,-10.32,-8.32,10.0,10.0,9.0,4.0,4.0,11.0,1776,1811,1130.0,645,1494,0.432,125,380,0.329,361,572,0.631,343.0,982,342,211,54,451,559.0,False
261,Stetson,26,10,16,0.385,-12.45,-3.79,7.0,13.0,7.0,5.0,3.0,11.0,1893,2058,1055.0,685,1609,0.426,138,460,0.3,385,549,0.701,379.0,919,322,259,61,433,476.0,False
262,Stony Brook,28,6,22,0.214,-18.25,-8.03,5.0,11.0,3.0,6.0,3.0,12.0,1705,1991,1125.0,615,1498,0.411,117,356,0.329,358,506,0.708,311.0,906,342,191,73,483,502.0,False
263,Syracuse,36,23,13,0.639,11.44,5.92,9.0,7.0,15.0,4.0,6.0,6.0,2603,2404,1445.0,982,2202,0.446,217,651,0.333,422,649,0.65,492.0,1324,552,394,201,543,644.0,False
264,TCU,31,16,15,0.516,4.42,4.22,6.0,10.0,12.0,6.0,2.0,7.0,2645,2558,1250.0,928,2152,0.431,229,670,0.342,560,790,0.709,470.0,1322,517,249,143,405,601.0,False
265,Temple,34,19,15,0.559,10.57,7.6,12.0,4.0,10.0,4.0,7.0,5.0,2382,2281,1385.0,843,2012,0.419,298,869,0.343,398,578,0.689,438.0,1245,375,274,109,356,552.0,False
266,Tennessee,31,15,16,0.484,11.2,10.93,7.0,9.0,10.0,4.0,4.0,9.0,2223,2195,1260.0,792,1759,0.45,198,574,0.345,441,644,0.685,395.0,1176,463,185,113,500,551.0,False
267,Tennessee State,28,11,17,0.393,-8.24,-2.72,7.0,9.0,9.0,3.0,2.0,14.0,2172,2270,1120.0,792,1724,0.459,207,602,0.344,381,547,0.697,325.0,896,433,286,102,478,618.0,False
268,Tennessee Tech,34,27,7,0.794,4.51,-3.07,15.0,1.0,15.0,0.0,11.0,6.0,2675,2307,1370.0,915,1906,0.48,258,697,0.37,587,807,0.727,436.0,1309,569,271,108,541,572.0,False
269,Tennessee-Martin,29,15,14,0.517,-7.57,-2.61,7.0,9.0,10.0,4.0,3.0,9.0,2262,2225,1190.0,813,1843,0.441,144,462,0.312,492,740,0.665,405.0,1096,472,310,122,427,592.0,False
270,Texas,34,22,12,0.647,14.32,9.98,10.0,6.0,10.0,5.0,7.0,3.0,2657,2489,1380.0,949,2096,0.453,200,544,0.368,559,814,0.687,524.0,1356,516,211,131,466,658.0,True
271,Texas A&M,31,9,22,0.29,-3.02,6.91,3.0,13.0,5.0,9.0,3.0,9.0,2015,2292,1240.0,730,1781,0.41,179,550,0.325,376,577,0.652,401.0,1137,458,163,113,533,634.0,False
272,Texas Southern,28,11,17,0.393,-20.34,-11.52,10.0,8.0,8.0,3.0,3.0,11.0,1942,2189,1125.0,670,1637,0.409,189,556,0.34,413,601,0.687,366.0,1024,345,166,43,490,514.0,False
273,Texas State,28,12,16,0.429,-8.93,-6.54,10.0,10.0,7.0,5.0,5.0,11.0,2089,2104,1125.0,707,1580,0.447,215,541,0.397,460,688,0.669,331.0,978,426,254,68,509,645.0,False
274,Texas Tech,32,23,9,0.719,14.72,7.22,10.0,6.0,15.0,2.0,6.0,5.0,2532,2292,1290.0,931,1999,0.466,146,388,0.376,524,768,0.682,419.0,1230,588,243,134,397,509.0,True
275,Texas-Rio Grande Valley,30,20,10,0.667,-1.33,-2.23,,,12.0,2.0,5.0,8.0,2389,2197,1215.0,847,1776,0.477,211,574,0.368,484,704,0.688,352.0,1099,489,284,106,524,608.0,False
276,The Citadel,29,17,12,0.586,-0.47,-2.23,8.0,8.0,12.0,2.0,4.0,9.0,2115,1980,1180.0,694,1673,0.415,208,611,0.34,519,731,0.71,397.0,1126,363,212,88,440,638.0,False
277,Toledo,30,16,14,0.533,-0.88,0.95,11.0,7.0,11.0,2.0,4.0,11.0,2008,2052,1215.0,697,1587,0.439,185,508,0.364,429,644,0.666,350.0,1005,352,235,69,507,578.0,False
278,Towson,29,11,18,0.379,-13.29,-3.32,7.0,11.0,6.0,6.0,4.0,9.0,1694,1983,1160.0,641,1503,0.426,94,327,0.287,318,514,0.619,308.0,992,384,209,95,527,449.0,False
279,Troy,28,18,10,0.643,-3.11,-6.18,14.0,6.0,9.0,2.0,8.0,6.0,2109,2023,1140.0,753,1687,0.446,258,729,0.354,345,506,0.682,307.0,952,404,265,103,371,482.0,False
280,Tulane,29,14,15,0.483,3.41,6.67,5.0,11.0,8.0,7.0,5.0,6.0,2094,2129,1175.0,797,1744,0.457,134,443,0.302,366,546,0.67,376.0,1049,449,238,100,482,510.0,False
281,Tulsa,34,27,7,0.794,12.67,2.3,15.0,3.0,13.0,3.0,10.0,2.0,2726,2363,1365.0,961,2016,0.477,259,639,0.405,545,724,0.753,373.0,1214,586,269,153,436,565.0,True
282,UAB,30,13,17,0.433,5.56,2.96,6.0,10.0,11.0,4.0,1.0,10.0,2110,2032,1210.0,739,1763,0.419,204,585,0.349,428,623,0.687,376.0,1117,433,231,87,448,559.0,False
283,UC Irvine,32,21,11,0.656,3.44,-0.19,13.0,5.0,10.0,2.0,7.0,6.0,2220,2089,1295.0,783,1652,0.474,177,477,0.371,477,698,0.683,339.0,1121,405,206,76,457,579.0,False
284,UC Riverside,26,8,18,0.308,-7.17,-0.61,5.0,13.0,4.0,7.0,4.0,10.0,1678,1835,1040.0,601,1398,0.43,153,482,0.317,323,501,0.645,299.0,918,330,127,116,421,512.0,False
285,UC Santa Barbara,31,20,11,0.645,5.55,-0.05,11.0,7.0,11.0,2.0,5.0,8.0,2066,1889,1240.0,693,1544,0.449,201,499,0.403,479,634,0.756,301.0,1078,454,171,87,423,562.0,True
286,UCF,29,17,12,0.586,-1.2,-6.38,12.0,8.0,12.0,4.0,5.0,8.0,2249,2070,1180.0,817,1739,0.47,200,492,0.407,415,587,0.707,346.0,1068,429,248,105,443,554.0,False
287,UCLA,33,21,12,0.636,13.14,10.78,11.0,7.0,11.0,4.0,5.0,6.0,2476,2398,1330.0,902,1912,0.472,223,572,0.39,449,649,0.692,393.0,1209,475,182,93,496,557.0,True
288,UNC Asheville,28,13,15,0.464,-10.74,-6.67,10.0,4.0,8.0,4.0,5.0,10.0,1955,2059,1125.0,690,1529,0.451,129,377,0.342,446,671,0.665,313.0,980,364,198,115,465,485.0,False
289,UNC Greensboro,31,20,11,0.645,1.4,-2.34,11.0,5.0,12.0,1.0,6.0,9.0,2238,2122,1240.0,763,1705,0.448,188,519,0.362,524,702,0.746,322.0,1097,448,253,116,501,559.0,False
290,UNC Wilmington,33,23,10,0.697,6.17,-0.08,14.0,4.0,11.0,2.0,9.0,7.0,2240,2034,1330.0,784,1803,0.435,221,592,0.373,451,655,0.689,374.0,1136,453,274,104,403,599.0,True
291,UT Arlington,27,12,15,0.444,-10.35,-6.5,9.0,11.0,8.0,5.0,4.0,10.0,2059,2101,1090.0,727,1616,0.45,136,414,0.329,469,707,0.663,372.0,1034,307,215,71,411,571.0,False
292,Utah,30,21,9,0.7,10.69,5.19,10.0,4.0,14.0,2.0,6.0,6.0,2018,1839,1205.0,688,1467,0.469,236,582,0.405,406,603,0.673,263.0,917,439,180,82,397,565.0,True
293,Utah State,31,23,8,0.742,5.63,-1.7,13.0,5.0,14.0,2.0,7.0,5.0,2076,1800,1245.0,751,1596,0.471,144,415,0.347,430,599,0.718,357.0,1116,443,155,93,424,482.0,False
294,UTEP,32,10,22,0.313,-1.91,3.12,3.0,15.0,9.0,7.0,0.0,12.0,2213,2305,1290.0,770,1718,0.448,150,482,0.311,523,725,0.721,317.0,1086,477,200,108,504,695.0,False
295,UTSA,29,19,10,0.655,-3.25,-7.83,13.0,7.0,10.0,2.0,7.0,8.0,2229,2096,1170.0,734,1750,0.419,191,587,0.325,570,887,0.643,439.0,1196,420,187,82,427,565.0,False
296,Valparaiso,33,25,8,0.758,9.39,-1.24,12.0,2.0,11.0,1.0,8.0,5.0,2564,2180,1325.0,893,1989,0.449,275,785,0.35,503,754,0.667,448.0,1242,570,334,136,437,567.0,True
297,Vanderbilt,32,17,15,0.531,6.66,7.56,6.0,10.0,13.0,4.0,2.0,9.0,2290,2318,1280.0,791,1781,0.444,282,763,0.37,426,582,0.732,315.0,1021,491,209,59,508,632.0,False
298,Vermont,29,21,8,0.724,-3.74,-10.81,13.0,3.0,10.0,1.0,7.0,5.0,2186,1981,1175.0,790,1769,0.447,183,525,0.349,423,579,0.731,438.0,1122,407,223,73,404,456.0,False
299,Villanova,32,19,13,0.594,10.7,6.17,7.0,9.0,15.0,4.0,2.0,8.0,2266,2121,1300.0,785,1699,0.462,187,477,0.392,509,686,0.742,380.0,1219,459,213,126,581,589.0,False
300,Virginia,29,17,12,0.586,13.24,7.93,7.0,9.0,13.0,4.0,3.0,7.0,2308,2154,1160.0,819,1770,0.463,162,487,0.333,508,707,0.719,408.0,1110,416,189,131,454,568.0,False
301,Virginia Commonwealth,32,21,11,0.656,1.21,-2.37,11.0,7.0,15.0,2.0,4.0,8.0,2326,2208,1295.0,811,1890,0.429,211,624,0.338,493,734,0.672,383.0,1283,393,190,176,490,613.0,False
302,VMI,28,10,18,0.357,-9.1,0.34,5.0,11.0,7.0,5.0,3.0,11.0,2141,2300,1125.0,775,1849,0.419,205,646,0.317,386,555,0.695,393.0,1021,436,287,81,521,595.0,False
303,Virginia Tech,28,10,18,0.357,3.35,3.54,4.0,12.0,9.0,6.0,1.0,10.0,1943,1983,1125.0,681,1600,0.426,194,564,0.344,387,565,0.685,418.0,1115,355,181,139,536,563.0,False
304,Wagner,29,19,10,0.655,-4.45,-9.24,15.0,5.0,11.0,2.0,8.0,8.0,2362,2223,1175.0,867,1861,0.466,209,570,0.367,419,591,0.709,347.0,1056,498,259,96,455,572.0,False
305,Wake Forest,34,21,13,0.618,15.25,10.28,9.0,7.0,13.0,3.0,5.0,7.0,2789,2620,1370.0,1001,2094,0.478,240,655,0.366,547,741,0.738,438.0,1309,553,220,140,497,655.0,True
306,Washington,29,11,18,0.379,4.39,10.1,5.0,13.0,6.0,6.0,4.0,11.0,2088,2236,1160.0,732,1663,0.44,177,480,0.369,447,667,0.67,359.0,1052,388,162,139,502,612.0,False
307,Washington State,27,6,21,0.222,-3.06,6.95,1.0,17.0,6.0,9.0,0.0,12.0,1900,2170,1080.0,649,1565,0.415,175,545,0.321,427,605,0.706,331.0,913,294,166,63,416,504.0,False
308,Weber State,29,18,11,0.621,0.37,-1.94,8.0,6.0,10.0,3.0,3.0,7.0,2172,2027,1175.0,741,1633,0.454,191,486,0.393,499,700,0.713,345.0,1041,409,189,29,413,604.0,False
309,West Virginia,28,8,20,0.286,-1.36,5.9,1.0,15.0,5.0,8.0,2.0,9.0,2045,2209,1125.0,741,1725,0.43,163,494,0.33,400,587,0.681,423.0,1090,396,235,103,496,547.0,False
310,Western Carolina,28,12,16,0.429,-7.87,-3.0,6.0,10.0,6.0,7.0,6.0,8.0,2180,2177,1150.0,780,1737,0.449,177,555,0.319,443,602,0.736,354.0,1049,438,212,116,500,541.0,False
311,Western Illinois,28,12,16,0.429,-7.45,-3.06,3.0,11.0,9.0,7.0,3.0,8.0,2061,2086,1125.0,714,1653,0.432,206,582,0.354,427,583,0.732,358.0,1009,442,157,60,401,544.0,False
312,Western Kentucky,32,28,4,0.875,10.46,-0.27,13.0,1.0,14.0,0.0,10.0,3.0,2491,2069,1295.0,876,1884,0.465,279,734,0.38,460,658,0.699,410.0,1229,501,228,106,456,615.0,True
313,Western Michigan,30,17,13,0.567,0.75,-0.38,10.0,8.0,11.0,4.0,6.0,8.0,2206,2172,1225.0,766,1792,0.427,240,660,0.364,434,606,0.716,400.0,1033,380,239,57,399,622.0,False
314,Wichita State,30,15,15,0.5,0.82,0.15,9.0,9.0,11.0,3.0,3.0,9.0,2186,2166,1215.0,724,1593,0.454,199,523,0.38,539,739,0.729,365.0,1065,433,153,83,468,604.0,False
315,William & Mary,29,10,19,0.345,-6.07,-1.15,7.0,11.0,7.0,4.0,2.0,13.0,1827,1950,1160.0,632,1617,0.391,185,579,0.32,378,590,0.641,390.0,1108,357,175,44,424,578.0,False
316,Winthrop,31,19,12,0.613,-6.53,-8.2,10.0,4.0,9.0,4.0,7.0,5.0,2092,2018,1250.0,725,1735,0.418,194,630,0.308,448,684,0.655,405.0,1178,359,236,129,459,602.0,True
317,Wisconsin,32,19,13,0.594,10.1,9.23,11.0,5.0,12.0,1.0,6.0,8.0,2144,2101,1295.0,731,1675,0.436,211,593,0.356,471,655,0.719,328.0,1032,407,188,60,414,537.0,True
318,Wofford,29,11,18,0.379,-7.02,1.14,5.0,11.0,9.0,5.0,1.0,12.0,1939,2002,1170.0,711,1802,0.395,178,604,0.295,339,509,0.666,353.0,1064,379,198,100,371,502.0,False
319,Wright State,28,17,11,0.607,1.01,-1.58,9.0,7.0,11.0,3.0,6.0,7.0,2064,1981,1140.0,698,1455,0.48,222,548,0.405,446,657,0.679,254.0,868,404,163,70,375,433.0,False
320,Wyoming,31,22,9,0.71,8.62,2.72,11.0,3.0,14.0,1.0,6.0,6.0,2324,2129,1275.0,795,1745,0.456,132,440,0.3,602,862,0.698,394.0,1245,418,212,136,449,614.0,True
321,Xavier,32,26,6,0.813,13.91,4.1,14.0,2.0,13.0,1.0,9.0,4.0,2317,2003,1285.0,777,1732,0.449,197,552,0.357,566,785,0.721,389.0,1188,400,215,143,435,507.0,True
322,Yale,32,21,11,0.656,-0.08,-5.32,11.0,3.0,11.0,2.0,9.0,5.0,2394,2255,1285.0,804,1877,0.428,228,671,0.34,558,796,0.701,420.0,1262,456,229,93,488,682.0,False
323,Youngstown State,28,5,23,0.179,-12.89,-0.16,2.0,14.0,5.0,7.0,0.0,15.0,1808,2100,1120.0,620,1550,0.4,143,442,0.324,425,575,0.739,308.0,907,364,181,78,404,560.0,False
